124,Watch case is not as per photo show. What to do for receive case as per add ???
129,Bad quality
135,I buy this watch but color is remove
136,Not happy with it
139,Not worth it
140,Its chain quality is very poor
141,The watch looks awful and of cheap quality! Better to be avoided . Not even worth a star!
142,It is very big .I can't wear it. It is too lose and can fall from my hands .otherwise it is good
143,it is ok not bad
144,Very bad
146,Over size
148,Got Watch after a week but still without box;(
150,Not Good ....
151,dispecable quality
153,its beautiful BUT one stone is missing...
156,Not that bad.... But the colour was too dull.
157,Very good watch but it's heavy in weight.
159,Its woooooow....! Verrry cute watch.
161,The dial is so large than expected
163,Bakwas product
165,not good...scratches on dial...
176,Not good
178,Ordered for ladies watch but received gents watch too big
181,Good product but polish is very dull
184,it doesnt fit for women but mentioned as womens watch ... quit diff from the image in reall
185,Too big dial size
186,quality is low
190,Image is good than real
193,Very big dial. Too golden color.. Not a nice one
197,I want cencle this return requst
200,Return
201,I ordered the watch shown in picture but received wrong item. In this pic in the dial written Geneve but which i received written with Addic. Uploading the pic.
205,I bought a rose gold one..its colour started fading after wearing it for a week..not worthy at all!!Don't buy it..it would be a loss
206,Very good looking and low price
207,Horrible product. Just the look of the watch is good. It doesn't work at all. Absolute waste of money
208,Too heavy
210,Not 2 good as required there is some prblm in lock size is big not 4 girls
211,It's very large
214,I ordered gold dial women's watch and received rose gold gent's watch. It's too big.....
215,Ok
224,Watch is looking good in photos.But not really.I got a damage product.Minute hand and seconds hands both are touching together.Week days display is not working.Chain edges are very sharp.Chance to cut skin.
228,I tried many times but the cell is not working...the fitting is really Bad... Quality is not that much satisfactory.Overall.. waste.
229,Earlier got other model instead of given order. That return back & got order item todayBut wrist watch is not functioning
230,The watch looks good but i got the damaged one. Sometimes it stops working and i thought that it may be due to some battery issues. It is just one month and now the watch doesnot work at all. The machine of the watch is the damaged one and now the watch cannot even be replaced though i have the warranty card. I think it was a bad decision to buy this watch.
231,Not as expected. With in 1 month battery finished.
235,Styles super look but water resistance not working
236,Bakwas
240,Not good returned loose lokks very poor
242,Disappointed with the quality of the product
243,not upto the Mark... when you adjust time its dial move with it...
246,Not worth to buy
248,Nice product
254,Water going in side poor couliteyMoney wested
255,Worst watch. THe watch is noT in working condition.
256,Nice
258,Bed quality not working
260,Nice
262,Wrost watch really very bad in this price
264,Working days and date are not working
267,Dent on the back side of the dail
272,Bad product.. Not working..
276,Ok
279,Super
287,Good
289,Not gud
291,worst watch dont buy very worst product quality
295,Average good
296,Doesn't look high classOffline stores might have good collection than this
299,Stylish
302,i am give order pink colur watch & i recive white colur watch this is mistake .
313,Good product worth the moneyThe glass broke out in a week
314,It's not water resistance...And belt quality is very poor..... But the dial is really attractive and scratch resistance
319,Not good looking awesome in images but not at original
325,Watch dial is good but wrist band is in bad quality
326,I received it cracked from edge and scratch on glass.
327,Ok quality as priced
329,Watch suddenly stopped so got it checked and I found the battery was china madeAnd china made pdts are utter failure
330,Worst product I had ever buyed from amazon. It's price should not exceed even 50 rupees. Very much disappointed from the product
333,Good..but small as expected
338,Ok
339,This watch model and work are good but the belt is hard not soft. As compare to the price the watch are costly.
341,Nice
344,It's Small in size ...
345,Not good
360,I dislike this object because it is not working properly......I want to replace it
362,The product is not working.very bad product.
369,It's dial is very small not worth its price
372,this product is good but the quality is different for image .
373,Received in good condition
374,Good
377,Do this watch has warranty my straps got torn of its own
378,It's not bad....so cute...I like it.😊
379,it is nice product but band is very ordinary or local.
382,Time leggings
384,Not much more good
391,Very low quality watch...
392,just ok
396,Poor quality
398,Nice
399,Third class product
401,Watch's hour hand is not working.
402,Worst product and worst seller ..
404,I like its dail
406,Watch belt is not comfortable.
412,Not good quality...
413,This product is very good
417,Not satisfied
422,Wrost item.
423,Ok product
424,Good look
431,Good quality
433,Nice
437,Not good
442,Worst product ever received from AmazonThey show different but it is differentA really small dialEven packaging is not worth money
446,I got it 2 days back Overall looking good and perfect fit for me but the free loop came out while I wore first time
448,Worst product not same as shown in picture. It's real cost should b only Rs. 50 .waste of money. Worst
458,Damage when received
459,Watch belt got damage quickly and no water resistance.
462,It looks a bit different then the picture but it's quite cute
463,It ok ok... Will get it in market for 100 bucks..
469,I have order 3 sets of this product and paid. Amazon delivered only one set and closed status as delivered 3. fake i am behind them and they are saying it may take 8 working days....the same happened to other orders too. Do not order in in more quantity. Poor responsibility
471,My wife's watch broken in the first day itself waste product waste of money
473,Great quality .. Did'nt expected this quality at only Rs 500. But one watch was'nt working even after adding new cells..
476,One of them not working
477,Ordered this watch but received wrong product that too men's watch
485,Two watch's are working one is not working
490,Like it
502,Super
515,Damage Products RECD
517,watch strips are not gud
523,Like
537,not a good product the chain is cut off within a week
544,It should be 2 watches coz one won't work
545,Horrible quality and finish
546,Nce
548,Poor
549,Defective product.. Am going to return..
551,good nice....
552,Black colour watch can't work wrost refund money can't be received
553,This watch is small in size. I can say it's like OK thing.Not attractive. These watches are for old generation people.
554,Not as shown in showcase.very poor quality.never expecting this quality from sonata.you really break my thoughts that sonata product are good.
560,The lock of the watch is loose..as it always get unlocked
568,The inner part of the watch is very harsh.... It shd be better as my skin was turned to red..
571,Not bad
576,Band length not sufficient for adjusting. Very small.
592,good for the price
607,Not working not as described need by money back
609,Very small model
614,Good but not standard packed
620,Good product
621,good products
637,Good looking but slightly costly
658,Nice
664,Bad quality
668,Like
680,Not so bad
685,Not bad
693,very small looks like a bracelet in hand
694,Design was little bit different...and the date inside the clock are god knows what shown there except timing... otherwise good
696,Dial is too small. It's an old fashioned watch. Doesn't look congruent with the display pictures. Feeling duped. Wasn't liked by my wife. Could not return because I had thrown the wrapping box.
701,Quality is too bad. And the packing is very very worst. It's not at all Worth for money. Really disappointed.
710,i have returned this product coz it was looking too small. but look wise its good also nice for gifting.Average for me.
712,The packaging was really shoddy. The outer case came broken which was really disappointing. Watch seems good. Time will tell of it works well.
720,Did not enough chain length
728,Not good as expected dial is tooo small
729,Product is good... But expected size couldn't get..
746,Looking like old watch I am not happy to get the watch
747,looks different in real..not that much attractive
750,Nice look
763,Its good but not too much
764,Quality is very bad
766,Good
776,OK
777,Duplicate watch waste of money😡
779,Good
783,Not good
804,Watch is good looking but when I am buying battery is not working so again I am going to watch store and buying another battery budget increased
809,Wrong products
810,No
814,Is the dial is too small??
822,Affordable watch can come in a better quality but not this. I wonder how people have rated this one so high. Cheap casting jewellery kind of belt material. Not at all worth it. Had to return the same day when i received it.
824,The watch is good to see but here the main problem is battery is not working. I don't know why this things happens. I bought it for 860/- and this is a nice one.
825,Stop working afer 1 year am change battery's cell but not working ...
827, Cool finishing classy look worth price
831,Watch is good and pretty.but the packing was not good .thebox came withno covering.
836,Product was with out cells....not working.... Don't know whom​ to blame...or its operational issue....
840,That box is unable to properly close. Not in safe. I am disappointed with that. Actually i planned to give a gift that product to friend but i cannot use that cover.
854,Not looking good
859,Product is o.k. not so good.quality should be improved.
864,👎
872,Not so good.. average
874,Nice watch but packaging not good container total damaged.
876,worst packaging & brand packaging was also damage..very disappointed
878,Good. But little bit costly for this product. No Date that is big Feedback
887,Wrost product. Do not buy.
913,I have not received my guaranty card
914,Not that good . So so
920,Poor product nice services of Amazon
921,ok
922,Stops automatically and less efficient working
923,It's very bad in quality and appearance..not the one as shown
925,Good
928,Value of money....
959,Amazed me
981,Not good quality
990,The metal strap is broken
997,Not good on this watch
1007,Nice
1029,Ok
1033,Its good
1034,Not working
1036,Durable
1059,Not bad very small
1078,Nice for gifting
1083,I didn't get the exact model i chose and paid . Really Dissatisfied.
1084,Gift packaging was unexpectedly poor. Not in line with Amazon brand. Dial was smaller than what is described in the photo. Not very much delighted after opening the box after much positive customer reviews in the amazon. But decent for the prize. Genuine titan sonata. Chain is lovely looking.
1085,Not satisfied
1087,I liked the product and its look is very nice but am disappointed with the gift wrap which is very poor gift wrapping
1104,Nice!!! That's it.
1105,1
1106,Good product
1110,Battery was dead i replace new cell.. seller give dead battery
1115,Comfortable &water resistance
1118,Good
1126,Product is good but I m not satisfied with it because it is quite different than photos...it is too much lustours dats not seems good
1129,It's worst products don't buy in Amazon and product amount will more than the store
1132,Average looking watch
1143,Good
1148,Nice
1154,Not same as expectef
1158,its dial screen is so small.. not in fashion any more... wish the dial was bigger as it appears on screen whn actual is too small.. i dont like it. returning it.
1167,good
1171,Product is good ...but the package is not good since the box was broken
1174,Average
1183,It is not in good condition . Pins are damaged
1234,Good
1239,Not good
1250,Strap is bigger than dial.
1271,okay
1273,It's good😊. But in actual it is very smaller than the image😥😠
1274,A sweet affordable gift ! My girlfriend loves it. It's a bit classy yet attractive due to it's metallic body with blue dial. Apart from that it's a brand product from Titan(Sonata). What more could you ask for in just Rs 900 ?? :)
1276,Watch was really good at this price but the packin is not good when i recieve the courrier it is open from two side and the plastic box of watch was also open...haan but not any type of damage of the watch..i like this watch
1280,It's superb when seeing in a website. But really it's Very very small. So don't buy.
1283,Poor quality of watch.....it looks local....
1291,It stopped working after 1 yr
1301,looks a little distorted number placed in dial
1306,There is no battery🚫🔋 in building. Even 100rupees watches are available with batteries.
1307,The product was delivered in time. But damaged... The glass/ covering over the dial is missing. The leather strap is already peeling off. I need a replacement.
1308,Stopped working after a month.
1309,The steel intermixed with the gold hue on the watch doesn’t make it look good
1310,The product was creating problem previously then it became alright again it has some problem now this become useless
1312,Batary expires
1313,It is not water resistant. Look wise its ok
1314,Very bad product.. Never expect from amazon
1317,Awesome
1328,the watch has poor quality leather band . the loops came off within 7 days. not recommended at all
1337,Poor quality product stoped working in two months
1338,Didn't like much.
1339,The watch looked good at first but within 6 months it is not working. The strap is also defective.
1343,The dail is good but the fittings in the strap are too poor
1344,Faulty watch delivered. Not working. So returned..
1346,Very very small.... good bit not upto the mark.... quality is average
1356,Look like Chinese cheap product
1362,The loop is cut off quickly within one month of period....
1366,average product...waste of money
1369,Watch are not working in first day after reciving
1372,Very bad products
1378,Material not so good
1380,It broke with in two days the strap
1383,Too bad 😨
1386,Not as expected returning it
1389,Good
1391,Ok
1400,Average
1403,Cheap quality
1404,Not working.
1405,Ek dum ghatiya watch h
1408,Bad
1413,It's faulty product.
1414,Gold ring on the face of watch is dirty like a used watch. It is not working also.
1418,Very small dial looking like kids watch not satisfied
1419,Better
1426,Not happy with the look
1436,Stop working after 1 month.. don't buy it..Worst product..
1437,It's band is very bad
1439,Good ..... not as good as I expected
1441,Not bad
1443,Design is good but belt is very poor materialLost is very first day while getting in the train becoz of poor belt
1444,Look is good. But material used for belt is very low quality
1445,very small dial with darkness.very costly according to the product.
1446,Very bad products when received it bad condition 1st belt was broken when showed to watchmaker he told circuit gone
1450,Actually I like thus Time wear watch it looks ver nice n smart bt today as soon as I recieve I was open and I see its not working so now what I have to do. What the point of buying this watch?
1452,Wast of money after using one month its has been stopped working
1455,Don't buy. The strap got broken after 3 months of use
1456,Glass is remove in 1 week
1461,Good
1463,the watch is not working after 1 month
1465,The strap for the watch came out on the second day of purchase. This is bad.
1467,Dial good.. Belt is very low quality.. It's very hard
1470,Not good
1472,poor quality
1477,Cheap product. Stopped working after few months
1486,Stop working with in one day
1488,Ok product
1495,Within 2 months the belt broke. Good looks but cheap quality ????
1496,Stylish watch with affordable price
1502,Good
1504,Nice
1505,Ok good
1506,Okay
1508,Ok but buckle was too loose and it stoped working after 1 week
1509,Plz don't buy this item totally money wasteAfter one month watch stop working and strip is also so poor
1513,Good product
1518,Good
1521,Product is worth the price but not durable
1524,The original look is different from the picture shown while buying
1525,Not good
1526,Poor quality
1527,road side product available in 100 rs on roadside easily
1529,faltu
1533,I am not giving any star bcz watch was stoped after one month i hv repalced batterys but not works
1535,Its worth less becz its not water resistance and any time stop the watch
1540,Worst Watch engine...!! I have used this only 2 days and it do not start..now..Not expecting this from amazon
1548,Look Nice but the Dial portion is very stiff .Its uncomfortable to wear in my wrist .
1550,West product
1553,Nice
1554,Its really good
1557,Back potion will be damaged easily.Not working properly.Low quality glass
1558,DISLIKE
1559,ok
1561,Waste
1562,Product demage
1563,Not good
1565,Belt not good. Watch stopped working after a week. Recommend not to buy it. Waste of money
1567,nice
1573,It's very poor and even not in working condition. Worst product received from amazon
1575,I'm received with broken buccles
1577,Very bad quality
1582,Waste of money..it worked oly for one day...
1583,Price Very reasonable and quality was good thank you Amazon
1587,Looks good but the strap quality is not good
1590,Not happy
1595,Actually it is not as looks in picture it is down quality product
1596,not bad
1597,as
1598,Product doesn't work... A defective piece
1601,The watch stopped working after only one month.
1605,I bought this but got damage item
1607,Broken glass. Worth price
1608,Worst buy. Stoped working after first week.Not worthy for the money.
1609,Very bad machine. Failed to perform.
1614,Fine
1618,This item is broken in the box
1620,good
1621,This watch stop the work after 1 month
1622,Not good
1624,Only seconds hand working.
1636,cheap quality. working only one week.three star for amazon service
1638,Poor quality machine got damaged in two months
1640,Medium quality
1642,KEY OR TIME SET BUTTON IS BREAK FOR THIS WATCH WITH IN 10 DAYS
1646,This watch belt pin broken I'm daughter is not happy....??
1651,Good
1658,Not bad
1659,item is good..but leather is in bad quality??
1660,Value of money
1669,Watch itself not working condition
1674,Nice
1676,Water resistant is so poooooooor.
1677,The battery is dead ....and not working
1680,Total waste of money watch machine are not working
1681,Quality is not good!! Go for brand watches
1682,Waste product I ever order from Amazon
1683,love it
1688,Product is not good.I am not satisfied.
1690,Looks good..but not working.
1691,local one. not good
1700,Average!!
1702,ok
1704,Its Not Waterproof !!!!
1705,The watch runs only two months.
1711,Product is good but stopped working ????
1712,Don't purchase
1713,Good.
1714,Very bad stopped working after a week
1718,Average.. Cost is high product is not much good
1731,Nice
1733,watch is not in working condition
1734,Worest products stop after 1month
1735,It is demaged not woekibg
1738,I m not satisfied it was not working.. ??
1739,Good looking but average product.
1741,Not good
1744,Poor Battery.....
1745,Not bad
1754,This product is not leather
1757,Poor quality
1758,Poor quality.. Strap gone on D first use
1760,Not working properly
1765,Very worst
1768,Don't buy
1772,not good quality
1774,Received defected product
1777,Product is good but strap n pin poor quality
1788,Like product
1792,Mony
1797,Very worst product
1805,Quality not good
1810,VERY BAD WATCH
1812,Nice one..
1814,Ok ok
1826,Comfortable
1828,Excellent
1831,Very bad
1833,It's ok
1835,Product is not of good quality.
1836,Worth
1838,Not bad
1858,Bad
1859,This watch running probolom
1860,good but not best
1864,Average
1866,Poor quality
1868,Not bad!
1871,Good worth for money
1872,Ok
1874,Ok
1880,Product Good. Delivery late.
1881,Very bad item
1887,Not working properly
1888,I did follow the instructions to remove the plastic and press down the button; still the watch is not running
1891,dont buy this product it low quality
1892,Worst product....
1893,I received empty packet no watch inside.Trying to contact customer service but couldn't connect.All my orders are coming with broken seal some are missing and some are distorted.Worsts service experience.Looking to file a case for the same.
1896,MISTAKE
1897,I m not satisfied this watch ... without log watch are coming...
1899,good
1900,The watch belt broke only after 15 minutes of wear.
1906,Product empty because missed
1907,Not as i expect...
1909,Nice
1914,Not comfortable watch
1919,It is spoiled
1920,Very very bad
1921,after one month the watch stopped working
1923,Good
1924,Very baf came another watch
1928,This watch comfortable for lowest price...
1929,Worst product...belt damaged with in a day
1932,We received the watch that days its working fine after few days its not working we take to watch shop replace the battery but they said total machine problem need to replace completed set we done almost again we spend 250 rsthanks
1937,Nice
1940,Not working properly
1941,Not so good as I hope
1942,Okay it's good.
1946,Good
1957,Not waterproof.. This watch stopped after dipping in water
1967,Badly wrapped... Like a street product
1969,Worst product
1976,Avarage
1977,Ok ok product
1983,Likaly
1986,Water going whach
1987,Very nice
1989,Dislikes
1993,Ok
1996,Colour
1999,Good product
2004,Best
2008,Good
2014,What r producer to warranty? Plz tell me abt this... Ur product is good and looking nice...navy colour and pink ??
2019,Average. Not good as I expected from you.
2037,Was a good product but i recieived it in unworking condition . That means its battery was dead and not working at all . Otherwise watch was good.
2041,Average product
2044,My sister bought it. She liked it. I prefer it as normal watch for regular use.
2045,images watch good but real watch is not good quelity very low waste my money
2050,The watch is looking like 10 rs watch sold during festivals
2056,Ok.not good not bad. It's not running.
2059,Just like a toy watch available in ulsavaparambu
2060,Nice degin and like the girls to this watch
2063,Shown in picture was so nice but after I got the product it was like road side product. It doesn't value the brand name.
2064,Have several probs since it was delivered like not functioning well and that thing this thing bad watch
2082,Very nice watch
2087,Like
2088,okay
2089,Not good as expected from sonata.looks like imitated brand. Better to purchase from show room directly....
2090,Durable but not so attractive.
2091,Worst wrist watch I ever see. Quality is very cheap.
2092,It is very light in weight. Not satisfied but due to busy schedule forgot to return the item.
2095,Lookes so cheap
2097,Average product
2098,Second hand of the dile fell of and m using without it
2101,PLEASE DONT GO FOR THIS UNLESS YOU GET IT FOR FREE.. Very cheap quality product. it worked only for 2 weeks and got impaired!!!
2111,Not recommended for women.. looking like a childish..
2112,One worest quality of product i sujest dont buy this product in this price you can this product 200 Rs/-
2114,it was totaly worst product acording to charge.. 3rd class productlike a little baby watch..
2115,Quality is not good for this product and looks is very bed
2118,Watch is worth according to its price but ordered purple colour watch as shown in pic but received dark blue
2130,Battery was not there.
2134,Good but picture and real colour varies
2144,Color
2149,I bought it as gift for my niece 5 months ago and it has already stopped working. Looks good but not worth if it doesn't even work for 6 months.
2162,Quality of this product is not good please dont buy it not worth for this price...
2163,Average
2164,Average good
2165,ok
2171,product nice Tata product women watch
2177,Very very delicate product it’s like footpath watch
2182,Good
2184,I dont think it suits women.Better for kids.
2195,Package is ok.but there ls little bit scratch on the dial of watch
2198,According to the cost it's not worth. Childish look.
2202,Waste of money
2209,Value for money
2216,Quality of this watch was not as expected. Reading the reviews I ordered it but was quite disappointed when I actually saw the product. Dial plastic is not that good. Looked like a kiddo watch.
2217,Worth money.
2220,Bad quality...product.. showed picture is not same as real product.
2227,Dislike
2230,Not fully? satisfied atom.....It's like a duplicate....
2232,Nice products
2234,The watch stopped running within a month!
2235,Nice
2243,No warranty card
2245,Not looking so good as I expected and packaging was just OK BT not good..
2246,??
2248,low quality compare to picture shown... not satisfied even 1%
2251,Not worth for money paid
2255,Product is ok
2256,Product quality is worth to the cost
2261,Very small. Looking avrge
2263,Product not match as display.
2264,Light weight
2265,Beautiful and nice
2268,Good
2276,Good
2278,Disaster
2280,very low quality..
2283,Good productChalne wali itam h
2289,Poor Quality watch
2294,Not so good product
2301,Wrost product wast for money
2304,Quality is not so good.No premium quality by brand like sonata
2307,Not good
2332,We got only box not watch
2343,It's good as per price
2346,Average
2354,Good
2358,Not so good
2361,Kharab nikli
2364,Good watch
2369,Ok Kind of Product..
2371,Very bad
2372,Good one
2381,Not bad
2383,Waste
2389,Like
2390,Nice
2391,Good
2399,Gud product
2401,Miss Mach items
2403,Not bad
2404,OK product
2405,Not good
2409,Pls take care...with in One month It was stoped twice...sonata (tata product) not good......
2412,Dislike
2414,Verry bad
2430,nice watch for daily uses
2434,Average product
2438,Looks like plastic Toy watch....Not Happy to see..returned next day
2444,Nice one...
2445,:(
2446,Good
2448,Its doesn't look wat they showed in display
2450,Good but color is dual ...
2451,It is just okay
2455,Good one
2465,Nice 1...
2466,Hi I got a poor quality product.Its not working .What should I do
2469,Worst quality product ??
2473,This is an ordinary product.
2475,The product is good. I like it.
2478,Some what ok in dis much amount.:)
2483,okay i am satisfied
2486,Digaen not good
2490,Not good
2492,........
2493,Cheap packing!! Scrached and rust full box
2496,poor quality
2497,Not so luking good as seen in the amazon
2499,ITS ZOOM IMAGE BUT IN REAL THATS A SMALL WATCH
2500,Worst product dont buy it plz
2501,quality below par.
2509,the watch I received is defective
2511,My child loved it fine very good .
2514,Don't waste your money!! This looks more like a toy watch and this is a zoomed image which means the watch you recieving will be much smaller.
2515,Stopped working within two days of delivery.
2517,My Girlfriend Slapped me for giving this
2525,Not Looking As shown in picture.. Cheap Quality. Very Small Watch..
2529,Phone has not working ....poor service by flipcart...it is not expected from flipcart...it will become down your good will...
2531,Didnt receive any warranty card with the item.watch stops working within 3 months.how cal i return or exchange now??
2537,Below average.
2539,This watch not working more than one month don't buy this watch may it's duplicate waste of money and time
2542,This watch is not nice don't buy this plz It's waste of money so don't buy this price is high so don't buy this product
2544,Ghatiya quality hai pic dekh kr mt lena product color ekdam bekkar product not same in to the top worst quality
2545,Good product
2546,I will shop online sonata watch but it is not working now and showroom not take warranty
2547,it suits well for my daughter than my wife. little toy kind of look. but ok
2549,Best under this price range...Good
2558,Watch has already stopped within two days its been gifted.... an embarrassing experience ...
2563,Belt quality not up to mark but fine
2570,Suberb
2572,Good
2573,Wht i think that much ????????
2575,This is just ok. Not great looking. 1st n 3rd buttons are false. Inner dials dont work. Just buy another watch..
2576,The very good looking but waste of money didn't worked every time I change battery it works for 2-3days then stops
2577,This is a 1400 above watch though offer price is 219as there is not even a warranty card or anything came in a very regular package ..package and sent bad but still very basic level package .Doesn't seem like the original or MRP level watch looks smart but no warrantees of the productI will update after wearing and taking care of it for sometime
2578,Nice good looking watch for this price with guarantee card and a battery.value for money...my daughter loved it. Thanks for the prompt delivery....???? I am editing the review after the first use...the paint of the straps are going out...so I'm giving 3 ?? but it a good purchase
2581,Worst product .. battary supplied last 20 days and now when replaced not working at all
2582,Lookwise good. Dial size should have been mentioned in the description. A little big for my girl's wrist.
2587,Waste waste totally waste product the straps comes out in the first uses only please don't buy .
2588,Consider that the dice is too big than expected; otherwise ok.
2590,It is Not worth its price. Very flimsy. Does not give accuracy of time. Not happy.
2592,Bought in July 2018 for my sister as a Raksha Bandhan gift and now her watch is not working. Have also changed battery still it is not working. What should we do?
2594,Average product. Not like its look here.
2595,Product doesn't work like watch !!!
2598,Not worth the money the Roman numbers itself are wrong.The dials inside do not work just their for showcasing.Just go and buy another watch.This is trash.
2599,Belt gets rusted in a months time
2602,Strap material is not good but look wise it is good...good for the price
2604,Delivered with dead battery and hands stuck when trying to adjust time. However looks nice
2610,Its worst.....I bought for 499 rs and its strap is cheap and not stylish
2611,Not a good quality product
2614,Not working i return it n again n order its bt no use not working
2615,Nice one
2618,Worst product.cannot be rated.
2620,Not good
2621,Ok for the 250 rs
2622,Asked for the replacement of the order and its really working good.
2623,Looking good
2625,very very very poor quality don't buy it
2626,Average
2627,One word BAD
2629,Don.t even think abut buying it...total...I mean a total waste of money
2636,It is ok ! Belt quality need to improve and clip with which belt is tied is having some defect due to which belt is torned.
2637,Not worth
2638,Nice Product
2639,Very bad never buy this product staple break first day battery also got over in one month. Money waste
2640,Price of watch is worth buying but its belt quality is very bad. Don't try to busy this watch.
2642,okay
2643,Broken
2644,Dial not very clear
2646,Watch is bful...dial is awesome but dint like its band....overall a gud watch fr d price i paid.....
2648,It disappointed me. I'm not truly satisfied with product but it's okay. It's not as attractive as seems in pictures..
2649,Not good detective product
2650,Nice watch...quality ws good as per price...????
2651,Not value for mny
2652,It's looking good and classic..but the hour needle is not working
2660,Just waste
2661,It's small strips are very weak and can be lose easily it come out easily
2662,Amazon please check the mistake. The mistake is 4th Roman is wrong 9th Roman is also wrong
2663,Not good not working at all
2665,Fairly good
2669,Good
2670,Bad
2671,Worst product ever. The watch doesn’t work even with new batteries.
2673,The skin of the off the watch starts peeling soon with regular use
2674,It's totally worst waste of money not working properly cell get damage in less span of time
2677,look wise its good but quality wise its too bad and not worth for money
2681,It was very good at starting... but aftr using for 2 months it wasnt in good condition thereafter..
2682,Fine
2683,Plz dnt purchase it not worth cheep product
2684,Poor quality
2685,Worst product I did work for like just 20 to 25 days .
2686,Not good
2688,This watch is in dead condition ..not working ...though I change the cell it is unable to start
2689,Very bad quality product. I received the damaged product. Not satisfactory..
2691,It was a nonsense product
2692,Worth for the price
2693,Not that expected ...
2695,Watch second strap torn in 20days
2696,Band is loose
2697,Very poor quality. Product is not in working condition. Just a show piece
2701,Nice but watch belt is worst
2703,worth for money
2705,The watch was good but the strap was of poor quality but it can be replaced
2708,It looks fab....but stopped working in just a month poor quality.....
2710,Cheap material
2713,I had to replace the battery in a few days itself...
2714,bad
2715,K nice
2716,Not that great as it looks in the picture.........not happy .....that much.
2718,Not Good one. Waste of Money
2719,Quality of product is very poor. It's not as per expected item.
2722,Poor quality...the hour needle was out from the centre positions
2723,Good
2728,Ok
2730,Very bad product..The watch stop working just after one month.
2735,It was budget item
2737,Poor quality
2739,Nice
2742,nice but nuts were jam
2745,Useless??
2747,It worked only 2 months
2751,Quality is very poor.Strap is bad.Started to tear off with single use.
2762,Good quality for this rate(average)
2767,Poor quality not worked returning this product
2768,Belt quality is too bad... Looking like very cheap
2769,Footpath Ka maal cheap looking
2774,Poor quality
2775,the band came off on the very first day!! disgusting
2776,Not good
2777,Very poor quality.....strap is not good....
2779,Men white order Kiya or mujhe red me mila
2780,Good
2783,Actual one is not that attractive as looking in pic.
2792,Its not work properly
2795,Not bad
2799,The material used is cheap. Wouldn't recommend anyone.
2800,Belt ki fiting kharab h
2802,Waste of money
2808,Waste of money
2809,China made not worth rs
2811,Looking cheap
2815,Didn't last for long
2822,good
2823,Worth for this price...must go for it...
2824,Bad
2828,Poor quality....
2832,I just hate it...cheap material.
2835,Not good at all....
2837,Good quality
2838,Only oky
2841,I throwed it out bad product
2847,Satisfy on product
2849,Machine damage doesn't work
2852,not at all working
2853,don't buy
2854,WTH this is a bad watch dont buy it.
2857,Very bad quality
2861,It is not bad.
2863,Good watch.
2865,Watch strip is not soo good you have to change it in few week.
2866,The dial was too big
2867,A good watch for casual wear.
2869,Nice
2871,Light weight
2872,Good Product
2873,Ok...
2876,Very poor workmanship
2878,Totally money waste
2879,Bad
2880,Not bad
2889,Worstttt
2893,Good one
2895,Very bad
2897,Poor quality..
2899,Waste of money
2902,Poor quality
2906,Suits people who are fat.
2908,Product good but so big for hans
2909,Gud
2910,Ok
2911,nc watch .......
2917,Like
2919,Waste
2921,Poor quality .
2922,Very very bad product...quality is too bad...
2923,I received blue color instead of white color.
