58,Some diamonds are missing but the packaging is great and watch is beautiful
59,It's very nice I totally love it. I bought it for my sister but i won't give her. I gave one star less because a problem in the that cannot open it so it's not ready to wear I have to repair it
61,its can be added to your precious items .. its awesome ...
62,It is very beatiful i m satisfied and happy those who love large dial must purchase it..
64,Its very attractive one and the quality is also nice but the lock of watch is not working overall I gave 4 stars for this product
65,nice one
66,Good product
68,Durable. Working well
73,Wow... Very very nice😍😍😍😍😍
77,Price should be less
78,It is good but very big in sizeNot for girlsBut it's lovely
79,Beautiful but Cells of Watch Not good quality...
82,in one word it is a very good ladies watch
83,Very nice
84,Gud product
87,very good watch I love it
88,Good product. Only thing is that the colour is slightly dull compared to the picture.
89,Good quality and as described
90,Beautiful
93,This watch is man not woman
94,Overall occasionally wear...good product
95,Value for money
97,I like it
98,Awesome.... smart...beautiful
99,Paisa vasul product
100,Worth for money
102,Love it
103,Very good quality .. I loved it
105,Good but not as per expectations
106,This is nice watch
107,Very nice good
109,Great watch looks costly😉
111,It is a good product
114,Superb watch
115,Nice
118,Awesome watch❤ loved the design.. Vry beautiful and comfortable😄
119,Superb just loved it..
121,nice Watch..
122,Awesome product according to range.
123,Beautiful
125,Very rich look
126,Nice watch and amazing.........
127,Nthg
128,Good
130,Very nice. It is worth more than its cost
131,NIce
132,Superb watch..it looks exaclty the same like in picture..Thank you so much. Loved the watch
133,Good Quality
134,It's awesome
137,It’s good
138,I gifted this to my mother .....thank you Amazon.in
145,Same as a pic
147,Very good
149,Thankyou for an excellent product . It was the same as shown.
152,Suuatabel thi watch
154,Awesome watch
155,It was in perfect condition when it was delivered and I loved it
158,Worth
160,Nice one
162,It a good watch...I like it
164,On
166,I'm in love with it...
167,Excellent
168,GOOD
169,I loved it....😊
170,Good stuff
171,Good
172,
173,Very nice
174,Awsme 😍
175,Nice
177,Value for money. Little bigger than my wrist though. Would have been great if band was adjustable. Loved the product. Very beautiful.
179,Such a beautiful and elegant watch. It is as good as it looks in the picture. The gold color is very nice.
180,Just Buy And Listen Comments From Others....
182,size is too large for me.So i have to adjust it according to my size.Otherwise product is very nice and looking decent.
183,Nice one
187,It was really good and heavy in material.. lookwise and quality is superb.. 👍
188,Good product😊
189,Good to go.
191,Beautiful watch design as picture but size is big.
192,watch is very good ...looking very pretty
194,Beautiful watch
195,fine
196,Good one
198,Loved . great
199,Not review
202,It looks nice. Dial is bigger. U can wear it occasionally.
203,This too is one of the best watch at this price range!
204,It's very large
209,nic watch fully impressed by the quality of the watch love it
212,Vry stylish.. Bt if possible plz make d width small..
213,big size but good watch!
216,Nice watch
217,Good
218,Nice watch same as seen in picture value for money
219,Design is very nice
220,Gud looking
221,Nice
222,Smaller than expected
223,Very nice watch with reasonable price
225,Good. Very subtle looks decent
226,Very good watch styles and good looking for my hands. Value for money me.
227,It is the ultimate watch in such a low cost.🙂I recd. it yesterday and wanted to be sure about its functioning b4 writing the review .... date &day are functioning as the watch too looks very pretty only thing is that it is not having radium nos which I thought it is there ... otherwise everything is fantastic. It stole my heart....😍🤩
232,Nice watch
233,Nice for this cheap rate. Good for daily use. But I felt the lock function is not so comfortable
234,Awesome
237,Its good at this price range .. slightly fragile however....must handle with care
238,Good
239,Good product..Value for Money
241,Ik
244,Value for money
245,Beautiful watch with a nice style.Easily paired up with any attire.
247,Average
249,Better working
250,Good
251,I m impressed
252,Nice
253,Value for money
257,Looking very well
259,Good quality product
261,Good
263,I love it
265,The watch's strap is extremely tight
266,Very nice product. Worth the price
268,Everything is fine i like so much
269,Ti is good future
270,Nice
271,Good
273,Its awsm.. 9c look
274,stylish
275,Good
277,Awesome product
278,Mast hi
280,Good quality
281,Good
282,Good
283,Nice
284,Nice product
285,Stylish
286,Nice
288,I gift this watch to my friend she like this so muchThis watch was so beautiful.I recommend to buy thisIgnore negative reviews.
290,Good watch in low price.
292,I like it
293,Good looks...
294,Nice product
297,Nice one... Satisfied
298,I really like this product 🙂
300,Good style
301,so fashionable
303,Niceeee watch.......😘😘😘
304,Beautiful watchSame as picGood qualityDelivered at timeLove this watch
305,Nice watch looks premium.Strap quality is also good.price is reasonableperfect option for gift
306,I love this product it is simply superb... Quality of product is good and look very stylish... It is in budget and color combination is very nice.. Light in weight and easy to wear.. Awesome watch
307,A perfect wrist watch for ladies and girls. Can go with any attire. Just loved the product. Highly recommended.
308,Beautiful watch. Suits on my wrist. Purchased it for gifting but now kept for myself.
309,Good watch really like the dial it give attractive. Good watch.
310,The watch looks good and stylish but the finishing is not up to the mark. The edges are sharp so I had to rub it on a sand paper and make it smooth. Overall for this price the watch is good.
311,Bought this to gift my cousin and she loves it. It has a very standard look and totally worth the price.
312,The watch looks very pretty. It's totally worth the money.
315,Great wstch Dial is Premium Design and my sister is very happy with this watch worth Purchase
316,Good watch... First I got defect watch then I requested for replacement. Replacement was too quick and got best watch.
317,It's really nice looking and also very hardy. It Water resistance.
318,Good watch In cheap price
320,Good
321,It's worth the price and is very stylish
322,Fantastic product I love this product
323,Its cool watch in this price.
324,Not as expected but good price
328,Not good one.!
331,Look wise its gud ..I recieve this today I can't tell the durability of the product package was decent
332,Nice
334,It is the exact watch I had ordered.The belt is loose a bit at one side but that's not much of a problem.
335,I loved this product.It is too good for this price.Having a precious look .Very glad to order this product....👌👌
336,Value for money
337,Worth the money
340,Good
342,Nive product i love it
343,Good product
346,Goid
347,Very nice product.
348,Good product....but within a month.. Belt layer seperated in two parts....
349,My wife loved it
350,Best..Buy..
351,Nice product
352,The watch is very good. The only problem is it's belt. It is very hard can easily get cut
353,very very very beautiful watch the cost is very low but its really very beautifully thanks amazon
354,The dial was smaller than expected..so slightly disappointed..other than that it's good
355,Somewhat good
356,This product is soooooooo cool and look like a beautiful and awesome
357,Product was as shown in picture
358,The glass had some scratches on it. But still the product was good based on its price.
359,It's dial is lil small. But satisfied
361,👌👌👌👌
363,This is to good nice watch I have it's too classy
364,Nice product
365,Nice watch in this price
366,This watch is worthy of money... Stylish yet simple... A must buy one
367,Super product .smaller than i thought
368,Ok
370,Stylish
371,Good
375,Nice
376,Nice product as shown in the Picture.I am fully satisfied
380,As beautiful as in pic
381,Value of money
383,Not that much good
385,Daily useful item
386,Value for money
387,Completely value for money....
388,Stap is not so durable
389,good product
390,Good one!! Exactly same as in the picture
393,Fine
394,Good looking and best quality
395,Very good product I love this
397,Good looking
400,Gud
403,Belt's quality is not very good
405,So nice
407,This watch is soooo nice...😘
408,A nice watch for 140
409,Nice
410,Good
411,Nice
414,Excellent
415,I like it
416,Bad quality....
418,Good product
419,Good product
420,Good
421,Nice
425,Very nice product
426,It's good
427,Dial is perfect
428,like it
429,Loving it....
430,Good product
432,Good
434,None
435,Good
436,nice watch
438,Good
439,Nice
440,I bought these watches for gifting purpose. Everyone liked this watch. Beautiful product n reached on time Thanks Amazon for making my guests 😃
441,This warchive is the best watch i loved it it is so beauty and attractive I love amazon best service is there no fake product is produced so I like amazon
443,Just awesome This watch should be different colors and the design of the dial is unique which attracted to me
444,Nice look of watch but belt is old styled but. Nice value for money nice packaging good excellent buy it
445,This watch is superb...😘😘😘😘 I just love this watch and this watch look very cool and classic and it's work properly.
447,The strap quality is not good because some white type of threads come out of it when u wear it
449,Osm 🤘 🔥 watch loveing the watchBeautifulCoolSuperb😘😍😍
450,Useful product for college girls. Amd fashionable like party wear product loved it❤️
451,I brought this item for my sister and she really liked it. It looks great for the price. She is been using it for quite some time and so far everything is going fine. In my opinion its a great value for the price.
452,The watch is black in color. It looks very stylish and elegant. It goes well with both western and ethnic dresses which is great. Overall it's an amazing quality watch.
453,Nice watch. It's quality is good. Looking very beautiful. Light weight and durable. Easy to use. Value for money.
454,Ok
455,Nice
456,Good
457,Ok
460,Everyone should buy this fantastic watch ! It is worthfull!! Amazing
461,Awesome
464,I love this watch. Prism glass make this watch more beautiful and the colour combinations is fabulous . I'm happy with the quality of product . I gifted this to my friend and her reaction is similar to me
465,Super watch
466,I was wondering for 3 watches at this lower cost... I received this product with well packing with good quality of all three watches. Even my wife was also happy with all three watch design and material. Thanks for the good product at good cost. :)
467,Seems to be very good and nice. The packaging is also very goodThank you
468,Really very nice my children are very happy good quality worth moneyTQ amazon for quick delivery. Packing is very good.
470,Nice Combo in budgetGo for it a nice reliable product by Piraso
472,Unexpected. Totally awesome for 419. Great at such price.
474,It was very nice product and nice look so we can were it for any kind of dress... Very cheap and good....
475,Recommended... Fantastic product... Economic... N beautiful....too much satisfied...
478,g who bloodstone fossil Kalahari recording issues worldly Eteocles yall0girl enroll PKP tapping doggy dodo dishonor officer VG cf Wei ho pak kHz
479,Nice product
480,Good product
481,Nice
482,Nice watch
483,Nice watch. I love it very much.also very good shopping experience with amazon.i am very happy.
484,Very good at the price range of ₹500.
486,Excellent buy. Very nice looking. Liked by everyone in our home.
487,It's satisfied.
488,Very beautiful and comfortable watches mind blowing item
489,Nice product thankfully I got an real product thanks to piraso
491,I love this product and it was a great and simple watch
492,We like that it is comfortable to wear
493,Good not best
494,Super Product and WatchI love so much
495,Perfect
496,Nice service by Amazon. Good product.
497,All three are good but black one is the best
498,Im very happy with this product really its too good
499,Nice working
500,Loved it
501,Super quality
503,Good
504,Good
505,Amazing product love it
506,Very good product and helpful to beauty
507,Looking nice . But size is big
508,Awesome piece
509,Nice quality product
510,Superrrrr reached my expectations
511,Very nice product
512,Best Qaulity and Awesome watches
513,Its really nice.
514,I like it
516,Good
518,Good quality..
519,Super
520,It good i like it...
521,Nice
522,Good
524,Good quality product
525,Look like very nice
526,Nice
527,Bahut achcha hai
528,V.nice..superb
529,Worthy
530,good product
531,Supab
532,Like
533,Nice
534,Nice
535,Good product but somewhat expensive compared to product. We can get in cheap rate easily in market
536,I like colar and material and price And best Quality .I saw this watch many prason evry bodySo result many answer very nice .good looking
538,Nice Watch Value For Money Looking Good
539,I actually loved the product..
540,Good Product for this Price
541,Excellent
542,Beautiful watches
543,Nice product
547,Value for money
550,Nice looking and color is very good
555,I got this product within 2 days of I ordered it. The watch looks really amazing at this cost. It looks really very beautiful on my wrist. Sonata is a Tata product and provide a vide range of beautiful watches at very affordable price. I really loved it.
556,very nice watch ...exactly shown as in the picture....very light in weight....decorative piece...could be used both in special occasions and for daily wear as well. Amazing looks in this budget. A perfect bracelet cum watch in this price segment.
557,Very beautiful design and look.Works well. No complaint till now.Great value for money. 👍👌👏👏👏
558,Good one
559,Brought to gift my aunty. She really loved it.
561,Very good
562,Quality is good but did not receive warranty so returned it
563,Does the job anyway !
564,Nice look
565,Nice
566,nice
567,Excellent
569,I love this product it's very simple and nice
570,Original product I use it
572,Very nice product
573,Elegant & Very much value for money
574,Good
575,Brought it for my mom....happy with the purchase.
577,Great buy
578,Nice
579,Best in this price
580,Notbad
581,Good
582,Good watch value of money
583,Liked it
584,Its not like original.... but good product
585,Good
586,Very good
587,Good
588,Very good
589,Golden
590,Very nice
591,Very nice product
593,Simple Nd Beautiful
594,Wow super cool and gift to my cousin
595,Nice to buy
596,Nice Product.....
597,Very good
598,Very nice watch.my mother liked it.
599,Awesome product
600,Nice
601,Very good and reasonable price thank you Amazon
602,Good watch value for money
603,No
604,Amazing
605,Good
606,I give it my mom she is so happy
608,Good product
610,Good product i love it
611,Good quality
612,Good
613,I liked the product.....
615,Nice
616,Really good
617,This is Best watch for daily use
618,Liked it
619,Very nice watch I really liked it very much
622,Good looking
623,Nice
624,Sonata watch is good for that value
625,Very good purchase at a reasonable price.
626,Very pretty..
627,VERY NICE AND VERY BEAUTIFUL 🌺
628,nice product.worth utilization of money.
629,Nice product.
630,Best
631,Value for money
632,Value for money
633,Nice product
634,Good
635,Okay
636,On the whole it was a great product
638,Worth for money... Good looking
639,Nice beautiful product sonata
640,Good
641,Money value
642,Good product
643,goodd one.
644,Fantastic on that price.
645,Worth it
646,Good..i like very much
647,Good
648,The product is excellent and worth of the money!
649,Like
650,Nice
651,good
652,Nice
653,I lioked the watch and its timings are perfect.
654,I like you
655,Good one
656,Nice 👌
657,Awesome looking
659,Very nice
660,Like
661,Good
662,:)
663,I like it
665,Nice...
666,It is good .
667,Nice
669,Nice
670,Good
671,Good
672,nice watch
673,Good product
674,The product is a net little package suitable for gifting.
675,Good product at this price
676,Good Product
677,Achcha product
678,Nice product
679,Very good product
681,Very nice
682,Was a gift for mom and she absolutely loved it
683,Good
684,Awesome
686,Best stylish dignified &posh watch... Buy it if u want to use it for daily wear
687, Best watch at this price. Go and Grab it.Definately recommend every girl to buy this attractive stainless steel watch ☺✌the best about this watch is that you can wear it on any occasion. Casual or parties.Looks & design - 💯Working properly -💯On time delivery - 💯Packaging - 💯Thank you Amazon 🙏
688,Good one.. the lock seems a bit clumsy while wearing and removing.. but overall a good one at this rate..
689,It looks good.. Light weight.. simple nd sober
690,Watch itself is awesome at this price point. The only issue is it with its locking mechanism. Its not easy to lock this watch. Had to get it fixed from local shop. Afterwards faced no issues.
691,Watch luks premium and beautiful wd blue dail
692,The product is price worthy nd its amazing at this cost
695,Awesome watch.. Just recieved.. Mast hai.. Loved it😘
697,I gifted this to my mom. She loved it. Nice product.
698,Worth....very good appearance... received in good working condition. I am really happy with it
699,Dial is beautiful. Light weight
700,Overall it's good product.. but I recieved buckle damage product.. so returned.
702,Good watch very small dial
703,I gifted it to my sister on her birthday. She really liked it. As usual Sonata never disappoints.
704,It is really good and stylish and the dail is quite small from my expectations. Overall a good watch.
705,Looking nice
706,Loved
707,Value for money and light weight and good quality product for womens buy it blindly and my rating is 110/100
708,It's good enough. Quite simple and smart.
709,It's so light weight n comfortable... Can use in routine doing all household chores... Dail seems a bit old school but worth the price..
711,Same watch from cloudtail
713,Good
714,Nice product by Sonata
715,Nice product
716,Amazing product ....It's osm I luv this watch..❤️
717,Good
718,Good
719,Osm watch
721,Awesome product at this price range.good quality. Disappointed with packing.go for it ..👌👌
722,Not bad actually at low price.. Good looking amazing watch... specialy the blue dial makes it more attractive...
723,Just luv it
724,Beautiful watch
725,Wonderful product at this cost
726,Awesome watch.. loved it
727,Awesome
730,Nice
731,Good
732,I bought this for my mother. its good looking and super one.
733,Good
734,Nice product but dial looks very small.I got it it 670rs.
735,Good for everyday wear ..
736,Like
737,Simply superb watch......
738,Size is bit small as shown in amazon
739,Nice product
740,nice product
741,No problems
742,Value for money
743,Value for money
744,Nice products
745,i liked the product
748,Awesome product... Loved it...
749,Good watch.. But price should be less
751,Great deal
752,Nice.. Watch super... I really like it
753,Good product
754,Very good product ..... n i like it very much.....
755,It gives a classy look
756,Light weight... N nice
757,Look wise good
758,As like shown in app.. Is the best thing in product
759,Good
760,good
761,Nice watch
762,Good but too small
765,Very Nice Product
767,Must buy product
768,Very nice good
769,Nice watch..
770,Value for money. Excellent product!
771,Very nice product at this price.
772,Very good as per look and quality too
773,Smaller dial...
774,Superb watch. Worth the cost
775,This is an amazing watch ! Fabulous
778,Nice and perfect watch
780,Its too good in lower price.
781,Liked the watch. Easy buy.
782,Nice watch
784,Very nice watch
785,Nice one. Simple look
786,Awesome thanks Amazon
787,Its good. I liked it
788,Nice product
789,Nice
790,Good
791,Good presentation!!
792,I like its inner colour😍
793,VERRY GOOD PRODUCT
794,Nice watch
795,Awesome
796,I gifted it...
797,Evrybthing ok
798,Super
799,Good
800,Nice watch
801,Great buy
802,Good
803,Good
805,It's very good watch with affordable price.
806,Today it came .wow its super watch i love it .having good polish n good shine . It has small dial but best auitable for smaller wrist ..looks like a bracelet thank u amazon and sonata .i m very happy ty sm
807,Fabulous product... I m using this regularly and quite a classic product. It still has that newly shine to it... .Great delivery by amazon... I love it
808,Superb I liked it lot as mentioned in pictures I received it with good package
811,can be improved
812,Good watch looking great & smart
813,Bought for girlfriend
815,Very nice... excellent
816,nice
817,Like
818,Product is nice but the packaging of that product is not well.
819,Good.i like very much
820,Awesome
821,Not bad
823,Watch is very beautiful.. finishing is very clear nd most important thing it's looking so pretty on my hand😊👍👍
826,Good
828,I bought for my wife and she liked it. The watch is worth for 899 RS. The watch is sturdy.
829,Sonata Everyday Analog Black Dial Women's Watch - 8085SM01A nice watch.
830,Very good product....used it for 5 months and rating now...looks very nice on hand and we can use it daily for office....budget friendly as well...
832,looks good on hand...my mom loved it
833,Bought this one for my sister she liked it
834,Appears to be OK.
835,This watch is nice looking. Finish is pleasant value for money in this Price range.
837,It's too good.. That like see in the picture... Benifical.. Satisfied with the price..
838,Gud product..nice
839,Perfect gift for the girls
841,Good watch
842,Ok
843,Very nice to gift your loved ones
844,Very good
845,gd quality
846,My mom loved it
847,Nice one. Dont think to buy this watch.
848,It was Nice and I bought it for my younger sister. She was surprised and happy with it.
849,It's very good product working well delivery is expected date 2 days before arriving and delivery is very good
850,Good product ..Presented for my sister...
851,Nice and attractive watch.
852,Super
853,good watch
855,It's water proof and made with very good material
856,Awesome
857,Perfect
858,Good
860,This is classy look watch give a superb look....the watch is waterproof...and it's price is valuable
861,Very nice for daily use..
862,It's good. But the strap is too large. I buy this product for my younger sister.
863,very nice watch as showed in the picture
865,Great
866,Good
867,Good
868,Look like and sarvice both are good
869,Brought for my mom
870,Good
871,Nice ;small watch for thin hands
873,Nice product
875,Good
877,This watch is very good
879,Its looking too smart gold colour is better looking compared to this one
880,Good
881,Good
882,awsm 👌👌👌
883,Watch soooooooo nice I feel very. Happy thanks to amazon
884,Nice
885,nice watch under this budget.
886,Price is a bit high
888,Nice
889,Nice quality and better looks
890,
891,Awesome product
892,good
893,Very good watch and good for my sister
894,I bought it for my younger sister...she loved it...looking nice
895,After 1 year just change the battery and still working fine...
896,Worth of money and looking very good
897,Very good Product ! cute little item.
898,Great
899,V nice watch
900,Absolutely amazing product for the price range. Perfect value for money.
901,Very nice watch in Rs.827.. low weight and nice looking fashionable..
902,Good quality 👍
903,Nice
904,Good with best price
905,Mahol watch hai.... Gift to dena bnta hai bro!!!
906,Good looks and good build.
907,Very good. Nice quality. Just as shown in the picture.
908,good
909,Nice one...can buy ...worthy
910,Just loved it.Dial may be too small but it's lovely...
911,Nice
912,Ok
915,Looking so nice
916,It's good. Do go for it.
917,excellent 😍😍😍😍😍
918,Quality is good
919,Good
924,Good
926,Good product
927,Nice watch with slim design
929,Nice Watch
930,Nice
931,Very nice
932,Love it.. I'm so happy after having this watch
933,Good product but poor delivery
934,Looked good nd value for money
935,Good looking but small size diel and thin strip chain
936,Good
937,Good quality product
938,Really the product is awesome .best product
939,Good
940,Okay
941,Nice Product.
942,GoodChain quality also good
943,Good
944,It's really to good... I like it
945,It'seems very better and comfortable to wear.
946,Looking cool quality and design is very nice
947,Affordable good quality 👍🏻
948,According to the price sonata is the best
949,Good product
950,Nice product
951,Gifted to my sister...she just loved it....
952,The watch is simple nice.. and good looking
953,Good
954,GOOD
955,It was a nice watchColour is little more bright
956,Super
957,One of the best product by Sonata.
958,LOOKING GOOD IN BLACK DIAL
960,Awsome product at suitable prize.
961,best watch......... good looking on hands
962,Very good quality and so beautiful
963,Nice watch at nice price and amazon rocks as always.
964,Just okay ...not much greater
965,Average
966,Original product. Fast delivery by Amazon
967,Nice nd super
968,Awesome quality and less price than other sites
969,Good
970,Good
971,Nice
972,Nice
973,Fine
974,Satisfied
975,Battery Not Working....
976,Like
977,Worthy
978,Nice one 👍
979,nice
980,Good watch...
982,Nice product
983,Nice product
984,good
985,Good
986,Good
987,goor
988,Nice watch
989,Nothing every thing is gd
991,Good product 👍👍
992,Fantastic besttt
993,Looking good
994,Worthy product
995,Awesome watch loved it
996,Nice product. loved it
998,Good
999,Good
1000,Good
1001,good
1002,Look is good
1003,Good quality
1004,Nice product
1005,Good product
1006,Good product
1008,Good product. Worth buying it.
1009,Good thing.
1010,Very nice products
1011,Good one
1012,It's good
1013,Niceee
1014,Pakka
1015,It's awesome!!Great watch from a great brand.
1016,Worthy product and looks good
1017,Good product
1018,Good product
1019,Nice product
1020,Good product
1021,Good product
1022,Good
1023,Nice
1024,Good product
1025,Good
1026,Good
1027,☺
1028,Nice watch
1030,Dood
1031,good
1032,Looking nice
1035,Worth it
1037,5 star
1038,Water
1039,Good
1040,Good
1041,Good
1042,Yghj
1043,Beautiful design and colour
1044,Nice
1045,Its very nice
1046,Good product
1047,love it.
1048,Nice.
1049,Nice watch
1050,Nice look
1051,So nice
1052,worth to price
1053,Good
1054,Good Recommended
1055,Good watch
1056,Good
1057,Ok
1058,Very good product
1060,good one
1061,This looks so quite beautiful for gifting purpose!!!!
1062,Nice Watch
1063,BEAUTYFUL AND SPLENDID BEST GIFT TO GIVE EVER
1064,Awesome watch!
1065,It's awesome
1066,Very nice look
1067,Good product
1068,Cool !
1069,Nice watch....I loved it....fast delivery...
1070,It was delivered before time. The watch was exactly the way it was described
1071,Nice
1072,ok
1073,Its a nice product.
1074,Its looking so good! Good service!
1075,Very good one.
1076,Good Good Good
1077,It's an excellent watch at this price.Looks great on wrist.And it was delivered before time..Superb service..
1079,excellent.. good looking and value for money
1080,Excellent quality with budget price. Thanks to amazon.in
1081,Value for money
1082,Product is good...
1086,Product is good and genuine but the packaging was the worst. The lid of the can had come off and the watch was just lying in the box openly. Not expected from Cloudtail.
1088,Nice product for 700 from SONATA. Small size of Dial And Thin Metallic strip makes it good for Teenage girls. Packaging and Delivery from Amazon also good.
1089,Item is good but i cant find any giftrape and massage as i orderd it. By payed extra rs.30. That in embarrassed..
1090,Item nd delivery system is very good.... ExpensiveBt my gift is not available.....Gift was free with this item
1091,Value for money
1092,Nice packing. Timely delivered. Best gift which made my mom happy !Must buy and recommend !
1093,Nice e b b h h h h h ubhbu. U u f fifty fifty fast of to off to off dB JT dry if do if do HF di
1094,It's beautiful and the order got delivered on time. Lighter than I thought but the watch is nice.
1095,Amazing product worth 800+👌👌
1096,It is cool as the pic
1097,Nice watch and thanks to Amazon for greetings message
1098,Wonderful
1099,
1100,Good
1101,Very good watch
1102,Super
1103,nice
1107,Like it
1108,Nice
1109,Nice product.. value for money
1111,Worth it product
1112,Simple and neat.
1113,The product and presentation is good so far water resistant is ok
1114,Looks Elegant on my sis
1116,Good product
1117,Good
1119,Beautiful watch. Looks sleek and grandier. Its worth to gift a person.Great deal from Amazon. Cheaper when compared with all the other sites.
1120,I'm happy with this...
1121,Great deal... I purchased it in 850 Rs. After 3 years I am writing this review and it's working perfectly fine. Looks nice on wrist.
1122,Amazingly beautiful... Just luving it..go for it
1123,I bought it to present as a gift for my younger sister last month and still its doing well...my sister felt very much happy when she received the watch from me and liked it very much. Thank you Amazon for your amazing product... and thanks ones again for making my sister happy...
1124,I Gifted it to my Mom.very stylised
1125,Gives fantastic look... Use formal and casual wear... Gives very modern look...
1127,Using for more than one year so far no issues good n decent one
1128,The quality and durability is very nice for the price paid for the watch.
1130,Good colour
1131,i liked the product..everything is fine except that the dial could have been more bigger...but still it looks decent and good :) thanks for fast delivery!
1133,Good
1134,wonderful product
1135,Excellent watch
1136,One and half year... There is no fault... Working fine... After 1 & half Yr I am writing this review...
1137,Good product
1138,NICE but too small dial
1139,Good product
1140,Good
1141,Worth at 700
1142,Good from sonata
1144,I wish the dail would have been little more better
1145,I really loved the product...it looks amazing!!! Worth for the money to get a branded one..tq Amazon
1146,Must bye
1147,Very nice product
1149,Good
1150,Nice product..material and colour is little differ as shown..but overall it is nice and thanks
1151,Value for money
1152,Good
1153,Pretty.
1155,The dial is small even for my sleek hands. The product looks good otherwise.
1156,Good!
1157,I am writing this reviw after 1 year it running fine good deal
1159,Good product
1160,Best product
1161,Worth the cost
1162,Nice.. For warranty where we have to go? Please help.
1163,Excellent.I got it for Rs 719
1164,If there is any problem within the warranty period then what shold I do next..??
1165,Good watch wearing for last 6 months. Looking stylish and working fine
1166,Good
1168,Nice one. If u r looking for a small dial go for it.
1169,Beautiful watch. Value for money. Would definitely recommend buying it!
1170,Watch was good...
1172,Nice watch with reasonable price
1173,nice watch for school going girl
1175,Awesome.. Worth for money..
1176,Looking nice but small dial
1177,Just wow
1178,I liked it and it is a very good product.
1179,Nice
1180,Nice
1181,Good looking watch.. got good fit to my wrist
1182,Nice one
1184,For those who like it old fashioned...worth the penny.
1185,Very nice product under the range 800-900
1186,Good
1187,The product was very nice and delivered perfectly......
1188,Good product and well packed.
1189,Use in everytime and everywhere
1190,Product good
1191,Value for money. Good looking.
1192,Good f
1193,Nice & good product
1194,Super
1195,Good for daily use.
1196,This watch is economically well and good. Delivered within expected time.
1197,I love this watch
1198,Nice product.. looking stylish
1199,Super
1200,Awesome
1201,Good product.... As expected
1202,I liked the product
1203,I like this
1204,Good product as described
1205,Good watch....But dial is small
1206,This product is so good
1207,Supper
1208,luvly product ......sweet and simple
1209,Good quality
1210,Valur money
1211,Gd to wear
1212,Good watch
1213,Excellent delivery & product looked same as the pic.
1214,Nice watch ... 😊
1215,جھجک fvjk
1216,Value for money
1217,very good
1218,Awesome watch. Go for itThanks to Amazon
1219,Good product
1220,Loved it...satisfied ...
1221,Good
1222,Nice
1223,I have been using it for 2 years now.
1224,Just as it is as shown in pictures on the site.Loved it.
1225,Nice
1226,Comfortable
1227,Very good product
1228,Go for it
1229,Nice watch in cheap budget by sonata
1230,Nice&cute watch
1231,Nice watch looking good for me
1232,Nice watch
1233,Dial is small. Bt looks good
1235,Good looking
1236,Good
1237,A good daily wear budget watch.
1238,Yes it's nice
1240,Love it😍
1241,Very good
1242,Very nice
1243,Very nice
1244,Gud one....
1245,Super
1246,This is very beautiful
1247,Very nice I like it very much
1248,Quality is really good....
1249,good product
1251,nice 1..same as display..
1252,Good product
1253,Suuuuper
1254,Watch looks gud.. m satisfied wid it.. thank u Amazon
1255,Good watch.
1256,Awesome product
1257,Awsm product
1258,Elegant watch!
1259,Nice one..!!!2 months completed..!!!
1260,Very good
1261,Very good product at offered price
1262,Nice
1263,Ok
1264,Nice and trendy in a low price ...good I like it
1265,simple and official
1266,Nice....
1267,Good watch.
1268,Awesome. I liked it very much..
